domain,category,score,first_seen,last_seen,ports,ip,url,type,file_hash
klotrast.ru,Network activity,,,,,,,domain,
koete.ru,Network activity,,,,,,,domain,
kofukaku.ru,Network activity,,,,,,,domain,
kolopart.ru,Network activity,,,,,,,domain,
koloparto.ru,Network activity,,,,,,,domain,
kolorato.ru,Network activity,,,,,,,domain,
koloratos.ru,Network activity,,,,,,,domain,
kolotara.ru,Network activity,,,,,,,domain,
kolotran.ru,Network activity,,,,,,,domain,
koltorist.ru,Network activity,,,,,,,domain,
konoatari.ru,Network activity,,,,,,,domain,
konokini.ru,Network activity,,,,,,,domain,
kopolotr.ru,Network activity,,,,,,,domain,
koporta.ru,Network activity,,,,,,,domain,
koprotas.ru,Network activity,,,,,,,domain,
koraseba.ru,Network activity,,,,,,,domain,
korgant.ru,Network activity,,,,,,,domain,
koutora.ru,Network activity,,,,,,,domain,
kovallin.ru,Network activity,,,,,,,domain,
kovalsko.ru,Network activity,,,,,,,domain,
kozikra.ru,Network activity,,,,,,,domain,
krashand.ru,Network activity,,,,,,,domain,
krogis.ru,Network activity,,,,,,,domain,
kroviti.ru,Network activity,,,,,,,domain,
kucart.ru,Network activity,,,,,,,domain,
kukarat.ru,Network activity,,,,,,,domain,
kyiv-mail.site,Network activity,,,,,,,domain,
labefacere.online,Network activity,,,,,,,domain,
labefactare.online,Network activity,,,,,,,domain,
lacerare.online,Network activity,,,,,,,domain,
langosta.ru,Network activity,,,,,,,domain,
latesa.online,Network activity,,,,,,,domain,
lebetina.xyz,Network activity,,,,,,,domain,
leeri.xyz,Network activity,,,,,,,domain,
legasto.ru,Network activity,,,,,,,domain,
lenatara.ru,Network activity,,,,,,,domain,
leonot.ru,Network activity,,,,,,,domain,
lepidopteras.online,Network activity,,,,,,,domain,
lepidopteras.ru,Network activity,,,,,,,domain,
leraer.ru,Network activity,,,,,,,domain,
lestori.ru,Network activity,,,,,,,domain,
libasti.ru,Network activity,,,,,,,domain,
libellulat.online,Network activity,,,,,,,domain,
libellulat.ru,Network activity,,,,,,,domain,
libellulidae.online,Network activity,,,,,,,domain,
libellulidae.ru,Network activity,,,,,,,domain,
libellus.online,Network activity,,,,,,,domain,
libellus.ru,Network activity,,,,,,,domain,
libre1.space,Network activity,,,,,,,domain,
libre2.space,Network activity,,,,,,,domain,
libre3.space,Network activity,,,,,,,domain,
libre4.space,Network activity,,,,,,,domain,
lighin.ru,Network activity,,,,,,,domain,
limenitidinae.online,Network activity,,,,,,,domain,
limenitidinae.ru,Network activity,,,,,,,domain,
limenitis.online,Network activity,,,,,,,domain,
limenitis.ru,Network activity,,,,,,,domain,
limosa.online,Network activity,,,,,,,domain,
limulusa.online,Network activity,,,,,,,domain,
lineolatum.xyz,Network activity,,,,,,,domain,
linsoda.ru,Network activity,,,,,,,domain,
lipolys.ru,Network activity,,,,,,,domain,
listohi.ru,Network activity,,,,,,,domain,
lophacris.online,Network activity,,,,,,,domain,
lophacris.ru,Network activity,,,,,,,domain,
lorianar.ru,Network activity,,,,,,,domain,
lortova.ru,Network activity,,,,,,,domain,
lotari.xyz,Network activity,,,,,,,domain,
lotorda.ru,Network activity,,,,,,,domain,
lotorgas.ru,Network activity,,,,,,,domain,
lotorsas.ru,Network activity,,,,,,,domain,
lovarinda.site,Network activity,,,,,,,domain,
lovelat.ru,Network activity,,,,,,,domain,
luminta.ru,Network activity,,,,,,,domain,
lusciniar.online,Network activity,,,,,,,domain,
lycaenidae.online,Network activity,,,,,,,domain,
lycaenidae.ru,Network activity,,,,,,,domain,
machic.ru,Network activity,,,,,,,domain,
machiwo.ru,Network activity,,,,,,,domain,
mackereli.site,Network activity,,,,,,,domain,
macropodus.xyz,Network activity,,,,,,,domain,
macros2.space,Network activity,,,,,,,domain,
macros3.space,Network activity,,,,,,,domain,
macros4.space,Network activity,,,,,,,domain,
macrotomias.xyz,Network activity,,,,,,,domain,
maculatum.xyz,Network activity,,,,,,,domain,
maculosa.xyz,Network activity,,,,,,,domain,
mafdis.ru,Network activity,,,,,,,domain,
magipo.ru,Network activity,,,,,,,domain,
mail-check.ru,Network activity,,,,,,,domain,
maizuko.ru,Network activity,,,,,,,domain,
malgaloda.ru,Network activity,,,,,,,domain,
malitors.ru,Network activity,,,,,,,domain,
mamberis.ru,Network activity,,,,,,,domain,
maniis.ru,Network activity,,,,,,,domain,
maniola.online,Network activity,,,,,,,domain,
maniola.ru,Network activity,,,,,,,domain,
mantidae.online,Network activity,,,,,,,domain,
mantidae.ru,Network activity,,,,,,,domain,
mantodeas.online,Network activity,,,,,,,domain,
mantodeas.ru,Network activity,,,,,,,domain,
maonas.ru,Network activity,,,,,,,domain,
mapifa.ru,Network activity,,,,,,,domain,
maratis.ru,Network activity,,,,,,,domain,
marginto.ru,Network activity,,,,,,,domain,
marinos.ru,Network activity,,,,,,,domain,
marisut.ru,Network activity,,,,,,,domain,
marsupiata.xyz,Network activity,,,,,,,domain,
martusi.ru,Network activity,,,,,,,domain,
masshir.ru,Network activity,,,,,,,domain,
mavzolit.ru,Network activity,,,,,,,domain,
maxrota.ru,Network activity,,,,,,,domain,
meandrusas.online,Network activity,,,,,,,domain,
meandrusas.ru,Network activity,,,,,,,domain,
megascolias.online,Network activity,,,,,,,domain,
megascolias.ru,Network activity,,,,,,,domain,
megatos.online,Network activity,,,,,,,domain,
megatos.ru,Network activity,,,,,,,domain,
mekamiwo.ru,Network activity,,,,,,,domain,
meletis.ru,Network activity,,,,,,,domain,
melitaeas.online,Network activity,,,,,,,domain,
melitaeas.ru,Network activity,,,,,,,domain,
merostomata.online,Network activity,,,,,,,domain,
merostomata.ru,Network activity,,,,,,,domain,
mesant.online,Network activity,,,,,,,domain,
mesant.ru,Network activity,,,,,,,domain,
meshatr.ru,Network activity,,,,,,,domain,
mesogonistius.xyz,Network activity,,,,,,,domain,
metcalfas.online,Network activity,,,,,,,domain,
metcalfas.ru,Network activity,,,,,,,domain,
metrika.site,Network activity,,,,,,,domain,
metronoc.ru,Network activity,,,,,,,domain,
michis.ru,Network activity,,,,,,,domain,
midiatr.ru,Network activity,,,,,,,domain,
miharashi.ru,Network activity,,,,,,,domain,
mihardo.ru,Network activity,,,,,,,domain,
mil-gov.site,Network activity,,,,,,,domain,
mil-gov.space,Network activity,,,,,,,domain,
millefolium.xyz,Network activity,,,,,,,domain,
milopoda.ru,Network activity,,,,,,,domain,
milotor.ru,Network activity,,,,,,,domain,
minalis.ru,Network activity,,,,,,,domain,
mirabilisa.ru,Network activity,,,,,,,domain,
mirabits.ru,Network activity,,,,,,,domain,
miragenails.ru,Network activity,,,,,,,domain,
mirotas.ru,Network activity,,,,,,,domain,
mirrohost.space,Network activity,,,,,,,domain,
mirtokla.ru,Network activity,,,,,,,domain,
misgurnus.xyz,Network activity,,,,,,,domain,
miwosaga.ru,Network activity,,,,,,,domain,
miyago.ru,Network activity,,,,,,,domain,
molodora.ru,Network activity,,,,,,,domain,
molortasa.ru,Network activity,,,,,,,domain,
molorto.ru,Network activity,,,,,,,domain,
molurus.xyz,Network activity,,,,,,,domain,
monask.ru,Network activity,,,,,,,domain,
mondii.ru,Network activity,,,,,,,domain,
monilia.ru,Network activity,,,,,,,domain,
monily.ru,Network activity,,,,,,,domain,
montanar.xyz,Network activity,,,,,,,domain,
moolin.ru,Network activity,,,,,,,domain,
moonilar.ru,Network activity,,,,,,,domain,
morotrot.ru,Network activity,,,,,,,domain,
morphinaes.online,Network activity,,,,,,,domain,
morphinaes.ru,Network activity,,,,,,,domain,
morphon.online,Network activity,,,,,,,domain,
morphon.ru,Network activity,,,,,,,domain,
mortalin.ru,Network activity,,,,,,,domain,
mortivan.site,Network activity,,,,,,,domain,
moscowguarante.com,Network activity,,,,,,,domain,
motteiru.ru,Network activity,,,,,,,domain,
mouiik.ru,Network activity,,,,,,,domain,
mtageri.ru,Network activity,,,,,,,domain,
mucora.ru,Network activity,,,,,,,domain,
mucoris.ru,Network activity,,,,,,,domain,
mudarist.ru,Network activity,,,,,,,domain,
mugil.online,Network activity,,,,,,,domain,
muhicha.ru,Network activity,,,,,,,domain,
mujakini.ru,Network activity,,,,,,,domain,
mulleti.online,Network activity,,,,,,,domain,
mulleti.ru,Network activity,,,,,,,domain,
mulletin.site,Network activity,,,,,,,domain,
mullus.online,Network activity,,,,,,,domain,
mullus.ru,Network activity,,,,,,,domain,
murikon.ru,Network activity,,,,,,,domain,
murinus.xyz,Network activity,,,,,,,domain,
myces.ru,Network activity,,,,,,,domain,
mycoba.ru,Network activity,,,,,,,domain,
mycobar.ru,Network activity,,,,,,,domain,
mycodar.ru,Network activity,,,,,,,domain,
mystaceus.xyz,Network activity,,,,,,,domain,
nagaimo.ru,Network activity,,,,,,,domain,
nakona.ru,Network activity,,,,,,,domain,
nakushita.ru,Network activity,,,,,,,domain,
naletovo.ru,Network activity,,,,,,,domain,
nalitoras.ru,Network activity,,,,,,,domain,
naniga.ru,Network activity,,,,,,,domain,
nastorlam.ru,Network activity,,,,,,,domain,
natrixy.online,Network activity,,,,,,,domain,
nattanda.ru,Network activity,,,,,,,domain,
nbator.ru,Network activity,,,,,,,domain,
nedvizhimostdoma.ru,Network activity,,,,,,,domain,
nemachilus.xyz,Network activity,,,,,,,domain,
nematoceras.online,Network activity,,,,,,,domain,
nematoceras.ru,Network activity,,,,,,,domain,
nemoiti.ru,Network activity,,,,,,,domain,
nerabis.ru,Network activity,,,,,,,domain,
neslovo.ru,Network activity,,,,,,,domain,
nibuku.ru,Network activity,,,,,,,domain,
nijinda.ru,Network activity,,,,,,,domain,
nilesa.site,Network activity,,,,,,,domain,
nilias.ru,Network activity,,,,,,,domain,
niloticu.xyz,Network activity,,,,,,,domain,
niloticus.online,Network activity,,,,,,,domain,
ninobotte.ru,Network activity,,,,,,,domain,
nintara.ru,Network activity,,,,,,,domain,
noctuidaes.online,Network activity,,,,,,,domain,
noctuidaes.ru,Network activity,,,,,,,domain,
nodoka.ru,Network activity,,,,,,,domain,
noiiano.ru,Network activity,,,,,,,domain,
nokata.ru,Network activity,,,,,,,domain,
nokitrav.ru,Network activity,,,,,,,domain,
nokratis.ru,Network activity,,,,,,,domain,
nolortasto.ru,Network activity,,,,,,,domain,
nomadar.ru,Network activity,,,,,,,domain,
nomukou.ru,Network activity,,,,,,,domain,
nonima.ru,Network activity,,,,,,,domain,
nonimak.ru,Network activity,,,,,,,domain,
nopaster.ru,Network activity,,,,,,,domain,
normandia.fun,Network activity,,,,,,,domain,
nortogal.ru,Network activity,,,,,,,domain,
nostikarta.ru,Network activity,,,,,,,domain,
nukegaran.ru,Network activity,,,,,,,domain,
nymphalidaes.online,Network activity,,,,,,,domain,
nymphalidaes.ru,Network activity,,,,,,,domain,
obacter.ru,Network activity,,,,,,,domain,
obstetricans.xyz,Network activity,,,,,,,domain,
occidentale.xyz,Network activity,,,,,,,domain,
oderas.ru,Network activity,,,,,,,domain,
office360-expert.online,Network activity,,,,,,,domain,
oidium.ru,Network activity,,,,,,,domain,
oleifera.xyz,Network activity,,,,,,,domain,
omonae.ru,Network activity,,,,,,,domain,
omyca.ru,Network activity,,,,,,,domain,
omyce.ru,Network activity,,,,,,,domain,
onibacter.ru,Network activity,,,,,,,domain,
onihik.ru,Network activity,,,,,,,domain,
onili.ru,Network activity,,,,,,,domain,
oninatt.ru,Network activity,,,,,,,domain,
onoba.ru,Network activity,,,,,,,domain,
ontroma.ru,Network activity,,,,,,,domain,
ophisaurus.xyz,Network activity,,,,,,,domain,
ophisaurusis.xyz,Network activity,,,,,,,domain,
opoziko.ru,Network activity,,,,,,,domain,
optivan.ru,Network activity,,,,,,,domain,
orbicularis.online,Network activity,,,,,,,domain,
otpuli.ru,Network activity,,,,,,,domain,
ouichi.ru,Network activity,,,,,,,domain,
ovinus.online,Network activity,,,,,,,domain,
oyamawo.ru,Network activity,,,,,,,domain,
oyoida.ru,Network activity,,,,,,,domain,
padiska.ru,Network activity,,,,,,,domain,
panchax.online,Network activity,,,,,,,domain,
papayana.xyz,Network activity,,,,,,,domain,
papiliot.online,Network activity,,,,,,,domain,
papiliot.ru,Network activity,,,,,,,domain,
peaakyt.ru,Network activity,,,,,,,domain,
penicil.ru,Network activity,,,,,,,domain,
perchi.site,Network activity,,,,,,,domain,
perfrin.ru,Network activity,,,,,,,domain,
pertolka.ru,Network activity,,,,,,,domain,
petulans.online,Network activity,,,,,,,domain,
pfkj.online,Network activity,,,,,,,domain,
phrynocephalus.xyz,Network activity,,,,,,,domain,
phyllomedusa.xyz,Network activity,,,,,,,domain,
phymateus.online,Network activity,,,,,,,domain,
phymateus.ru,Network activity,,,,,,,domain,
picalisy.ru,Network activity,,,,,,,domain,
pilcharda.site,Network activity,,,,,,,domain,
pipasa.xyz,Network activity,,,,,,,domain,
pirovot.ru,Network activity,,,,,,,domain,
pitanno.ru,Network activity,,,,,,,domain,
plaicer.online,Network activity,,,,,,,domain,
plaicer.ru,Network activity,,,,,,,domain,
plaices.site,Network activity,,,,,,,domain,
plantora.online,Network activity,,,,,,,domain,
plariun.ru,Network activity,,,,,,,domain,
plateri.ru,Network activity,,,,,,,domain,
plortac.ru,Network activity,,,,,,,domain,
podloka.ru,Network activity,,,,,,,domain,
pokolas.ru,Network activity,,,,,,,domain,
polonti.ru,Network activity,,,,,,,domain,
polyphemus.online,Network activity,,,,,,,domain,
polyphemus.ru,Network activity,,,,,,,domain,
pomfreti.online,Network activity,,,,,,,domain,
porolotas.ru,Network activity,,,,,,,domain,
portalahr.ru,Network activity,,,,,,,domain,
portikos.ru,Network activity,,,,,,,domain,
portunio.site,Network activity,,,,,,,domain,
postoral.ru,Network activity,,,,,,,domain,
potrahid.ru,Network activity,,,,,,,domain,
potroka.ru,Network activity,,,,,,,domain,
potrosiha.ru,Network activity,,,,,,,domain,
powerton.ru,Network activity,,,,,,,domain,
poznari.ru,Network activity,,,,,,,domain,
precatoriusis.xyz,Network activity,,,,,,,domain,
printinap.ru,Network activity,,,,,,,domain,
prisonta.ru,Network activity,,,,,,,domain,
privigna.online,Network activity,,,,,,,domain,
privigna.ru,Network activity,,,,,,,domain,
proteug.ru,Network activity,,,,,,,domain,
proteusa.ru,Network activity,,,,,,,domain,
protimas.ru,Network activity,,,,,,,domain,
pseudon.ru,Network activity,,,,,,,domain,
pugnax.xyz,Network activity,,,,,,,domain,
puppis.online,Network activity,,,,,,,domain,
puppis.ru,Network activity,,,,,,,domain,
putrif.ru,Network activity,,,,,,,domain,
rabilin.ru,Network activity,,,,,,,domain,
raidata.ru,Network activity,,,,,,,domain,
rainbowt.site,Network activity,,,,,,,domain,
ranar.xyz,Network activity,,,,,,,domain,
rastani.ru,Network activity,,,,,,,domain,
rategade.ru,Network activity,,,,,,,domain,
rawaumi.ru,Network activity,,,,,,,domain,
reapart.ru,Network activity,,,,,,,domain,
rebatok.ru,Network activity,,,,,,,domain,
reftist.ru,Network activity,,,,,,,domain,
regionem.online,Network activity,,,,,,,domain,
reinvardtii.xyz,Network activity,,,,,,,domain,
rekishino.ru,Network activity,,,,,,,domain,
retarus.ru,Network activity,,,,,,,domain,
reticulatus.xyz,Network activity,,,,,,,domain,
rhinoderma.xyz,Network activity,,,,,,,domain,
rhodeus.xyz,Network activity,,,,,,,domain,
ribicat.ru,Network activity,,,,,,,domain,
richia.ru,Network activity,,,,,,,domain,
ricuma.ru,Network activity,,,,,,,domain,
ridibunda.xyz,Network activity,,,,,,,domain,
rificum.ru,Network activity,,,,,,,domain,
rimien.ru,Network activity,,,,,,,domain,
ringali.ru,Network activity,,,,,,,domain,
riontos.ru,Network activity,,,,,,,domain,
riumo.ru,Network activity,,,,,,,domain,
riumos.ru,Network activity,,,,,,,domain,
robact.ru,Network activity,,,,,,,domain,
roquef.ru,Network activity,,,,,,,domain,
ruchkalo.ru,Network activity,,,,,,,domain,
rufescens.online,Network activity,,,,,,,domain,
ruhodo.ru,Network activity,,,,,,,domain,
rumpere.online,Network activity,,,,,,,domain,
rutilus.xyz,Network activity,,,,,,,domain,
ryomy.ru,Network activity,,,,,,,domain,
ryzento.ru,Network activity,,,,,,,domain,
sadotra.ru,Network activity,,,,,,,domain,
saihate.ru,Network activity,,,,,,,domain,
sairanat.online,Network activity,,,,,,,domain,
sakinar.ru,Network activity,,,,,,,domain,
salamandras.xyz,Network activity,,,,,,,domain,
salmoni.site,Network activity,,,,,,,domain,
saltator.online,Network activity,,,,,,,domain,
samayoi.ru,Network activity,,,,,,,domain,
sardanal.online,Network activity,,,,,,,domain,
sardanal.ru,Network activity,,,,,,,domain,
sarium.ru,Network activity,,,,,,,domain,
satiri.ru,Network activity,,,,,,,domain,
saturapa.ru,Network activity,,,,,,,domain,
saury.site,Network activity,,,,,,,domain,
sauryn.online,Network activity,,,,,,,domain,
schrenchi.xyz,Network activity,,,,,,,domain,
scincus.xyz,Network activity,,,,,,,domain,
sclerops.xyz,Network activity,,,,,,,domain,
scolopaxys.online,Network activity,,,,,,,domain,
scorpiones.online,Network activity,,,,,,,domain,
scorpiones.ru,Network activity,,,,,,,domain,
screato.ru,Network activity,,,,,,,domain,
sebaer.xyz,Network activity,,,,,,,domain,
seemsurprise.com,Network activity,,,,,,,domain,
sehtord.ru,Network activity,,,,,,,domain,
seigaiso.ru,Network activity,,,,,,,domain,
seitoshi.ru,Network activity,,,,,,,domain,
selotra.ru,Network activity,,,,,,,domain,
semara.ru,Network activity,,,,,,,domain,
senegala.xyz,Network activity,,,,,,,domain,
senula.ru,Network activity,,,,,,,domain,
sertopar.ru,Network activity,,,,,,,domain,
settings-google.site,Network activity,,,,,,,domain,
settings-ukr.net,Network activity,,,,,,,domain,
severodoneck.site,Network activity,,,,,,,domain,
shaparto.ru,Network activity,,,,,,,domain,
shaperi.online,Network activity,,,,,,,domain,
shermana.ru,Network activity,,,,,,,domain,
shermano.ru,Network activity,,,,,,,domain,
shitemo.ru,Network activity,,,,,,,domain,
shredova.ru,Network activity,,,,,,,domain,
siderar.ru,Network activity,,,,,,,domain,
siella.ru,Network activity,,,,,,,domain,
sikolar.ru,Network activity,,,,,,,domain,
sikolra.ru,Network activity,,,,,,,domain,
silvestris.xyz,Network activity,,,,,,,domain,
silvicol.online,Network activity,,,,,,,domain,
simfopar.ru,Network activity,,,,,,,domain,
sinensisa.online,Network activity,,,,,,,domain,
sinia.ru,Network activity,,,,,,,domain,
skripotan.ru,Network activity,,,,,,,domain,
slovorti.ru,Network activity,,,,,,,domain,
soled.site,Network activity,,,,,,,domain,
solerat.online,Network activity,,,,,,,domain,
solerat.ru,Network activity,,,,,,,domain,
somebodar.ru,Network activity,,,,,,,domain,
sorawo.ru,Network activity,,,,,,,domain,
soredake.ru,Network activity,,,,,,,domain,
sphaerion.online,Network activity,,,,,,,domain,
splendensi.xyz,Network activity,,,,,,,domain,
sporog.ru,Network activity,,,,,,,domain,
sporotri.ru,Network activity,,,,,,,domain,
sprata.online,Network activity,,,,,,,domain,
